%
% Comments go after a '%' sign.
%
%
% Relation: Features
%
%
% Attributes: 13     Instances: 1500
%
%

@relation Features

@attribute 'ID' numeric
@attribute 'Bored' numeric
@attribute 'Angry' numeric
@attribute 'Sad' numeric
@attribute 'Fear' numeric
@attribute 'Excited' numeric
@attribute 'Happy' numeric
@attribute 'Negative' numeric
@attribute 'Neutral' numeric
@attribute 'Positive' numeric
@attribute 'Sarcasm' numeric
@attribute 'Abuse' numeric
@attribute 'Class' {0,1}


@data
642,0.107861119,0.298362661,0.260932113,0.214866986,0.087248646,0.030728476,0.304,0.335,0.361,0.701398084,0.008219157,1
643,0,0.106241564,0.046031783,0.092767475,0.338392869,0.416566309,0.098,0.292,0.61,0.265073415,0.000021600,0
644,0.116945952,0.119656756,0.13640506,0.207752368,0.26085061,0.158389254,0.164,0.489,0.347,0.451445953,0.000024500,0
645,0.149011714,0.269827746,0.184345235,0.155096333,0.15447843,0.087240543,0.646,0.246,0.107,0.547186889,0.000017900,0
646,0.015805504,0.438977213,0.104848005,0.140388826,0.169969853,0.130010601,0.363,0.505,0.132,0.326716612,0.223059148,1
647,0.253405723,0.21047679,0.114312085,0.13458051,0.150266405,0.136958488,0.62,0.284,0.096,0.498339261,0.992891789,1
648,0.126756393,0.248159586,0.202025023,0.192176679,0.163583062,0.067299258,0.527,0.251,0.222,0.681246244,0.050665695,1
649,0.077682645,0.404603417,0.102995499,0.376280394,0.022536174,0.015901871,0.969,0.029,0.002,0.305825932,0.977108121,0
650,0.034434477,0.15008285,0.10201919,0.254514158,0.300578843,0.158370482,0.168,0.42,0.412,0.496935579,0.174416214,1
651,0.073738306,0.155483142,0.240892022,0.304493084,0.127949264,0.097444182,0.561,0.328,0.111,0.63735429,0.000138581,1
652,0.106074553,0.298773501,0.342130417,0.183330173,0.041705919,0.027985437,0.855,0.128,0.017,0.477171501,0.000026200,1
653,0.032366123,0.252870083,0.143621988,0.272870296,0.184124786,0.114146726,0.531,0.28,0.189,0.449825134,0.000019000,0
654,0.040603026,0.132549875,0.328251598,0.426804456,0.046077036,0.025714008,0.743,0.234,0.023,0.646902787,0.972119749,1
655,0.093109057,0.465381482,0.121466301,0.085094114,0.095933539,0.139015508,0.913,0.058,0.029,0.641667816,0.000054700,1
656,0.065144153,0.151052343,0.171852245,0.136131619,0.229929308,0.245890331,0.523,0.336,0.141,0.285845501,0.000030000,0
657,0.06562064,0.485708574,0.151608752,0.230833867,0.040790806,0.025437361,0.893,0.092,0.014,0.568092804,0.990001559,0
658,0.046165382,0.182496894,0.074043087,0.158338977,0.322573145,0.216382514,0.197,0.465,0.338,0.531701309,0.000543993,0
659,0.169853099,0.455885663,0.148843336,0.141110156,0.046699458,0.037608288,0.919,0.07,0.011,0.532468679,0.000018300,1
660,0.175021367,0.26889156,0.08077618,0.113829032,0.197610438,0.163871423,0.592,0.261,0.147,0.463463772,0.004646762,0
661,0.030206433,0.176369208,0.106107827,0.201208346,0.302167887,0.1839403,0.375,0.228,0.397,0.29538506,0.000841444,0
662,0.056046803,0.196382483,0.195006815,0.336419246,0.094265984,0.121878669,0.616,0.332,0.052,0.518019683,0.007167290,1
663,0.112338968,0.373581629,0.249903181,0.194730277,0.052256951,0.017188993,0.67,0.265,0.065,0.696278917,0.000017300,1
664,0.27142884,0.222070296,0.189494197,0.136765427,0.124743127,0.055498113,0.667,0.212,0.121,0.765435443,0.001569838,0
665,0.198309938,0.10872848,0.177783472,0.211061437,0.238782158,0.065334515,0.155,0.515,0.33,0.624865845,0.000044800,1
666,0.102531534,0.235101731,0.362719552,0.128209106,0.078433436,0.093004642,0.629,0.275,0.096,0.537085025,0.000031200,1
667,0.011712972,0.63198922,0.140525141,0.097029465,0.090006949,0.028736253,0.825,0.136,0.039,0.336864651,0.000081300,1
668,0.047668094,0.144669513,0.29924017,0.124852034,0.142328036,0.241242153,0.658,0.271,0.071,0.373373846,0.000051100,1
669,0.114358278,0.141724391,0.142719641,0.249523692,0.230326619,0.12134738,0.205,0.476,0.318,0.450989923,0.000149612,0
670,0.201943219,0.31333964,0.100710096,0.137306309,0.168186887,0.078513848,0.475,0.325,0.2,0.532666889,0.000041100,0
671,0.120505332,0.389739441,0.061980249,0.114119891,0.207063808,0.106591278,0.766,0.162,0.072,0.40638014,0.000253345,1
672,0.108580514,0.483972847,0.150102942,0.105403279,0.102490171,0.049450248,0.909,0.075,0.016,0.584364509,0.000528580,1
673,0.050698305,0.025142856,0.13670708,0.54847665,0.134315706,0.104659404,0.317,0.62,0.063,0.556374258,0.000042500,1
674,0.198402326,0.206361241,0.184151501,0.205133103,0.125716973,0.080234858,0.422,0.393,0.185,0.47723643,0.000024900,0
675,0.141835271,0.160052423,0.161154816,0.258993867,0.179889701,0.098073922,0.215,0.555,0.23,0.501422783,0.001740242,0
676,0.051758473,0.14985658,0.175046817,0.218108404,0.256322667,0.148907059,0.503,0.392,0.105,0.496726631,0.017372733,1
677,0.033229161,0.476408626,0.157398104,0.227930296,0.059397376,0.045636437,0.942,0.047,0.011,0.450849498,0.000566573,1
678,0.191962845,0.275348927,0.189603649,0.178511565,0.102136987,0.062436027,0.817,0.135,0.048,0.662146471,0.047813982,0
679,0.095056797,0.225935887,0.11023458,0.175085627,0.255058441,0.138628668,0.208,0.525,0.267,0.40593196,0.018703802,0
680,0.022910847,0.048214778,0.042561891,0.169310879,0.596023102,0.120978502,0.104,0.606,0.29,0.317388619,0.000026800,1
681,0.163617801,0.303115254,0.207084993,0.153768084,0.08033233,0.092081539,0.806,0.181,0.013,0.731108895,0.000022200,1
682,0.015245522,0.589227323,0.200360331,0.115987597,0.046817745,0.032361482,0.932,0.052,0.015,0.243095503,0.000044300,1
683,0.076212615,0.733588187,0.077848989,0.065289398,0.023485783,0.023575028,0.823,0.166,0.012,0.477511906,0.000039600,0
684,0.181528091,0.143051657,0.172079968,0.253044716,0.131807863,0.118487706,0.322,0.49,0.188,0.584923012,0.048921328,0
685,0.216990467,0.22116886,0.180578315,0.204794922,0.119558146,0.056909291,0.771,0.176,0.053,0.585503208,0.000022900,0
686,0.086796181,0.196996992,0.22821307,0.172432757,0.151754189,0.16380681,0.637,0.163,0.2,0.564419169,0.008369278,0
687,0.066894889,0.144221131,0.100901005,0.148904725,0.326272832,0.212805419,0.126,0.54,0.334,0.376531541,0.000024000,0
688,0.090436619,0.126758586,0.104948809,0.231715631,0.284163888,0.161976467,0.067,0.562,0.371,0.38912676,0.000046400,0
689,0.123603445,0.42269283,0.198592011,0.090992813,0.079503734,0.084615168,0.88,0.094,0.026,0.51819763,0.000031900,1
690,0.03517883,0.112105605,0.10661094,0.150242495,0.376519343,0.219342788,0.35,0.33,0.319,0.539651984,0.000017700,1
691,0.121574648,0.355962495,0.227844543,0.194808589,0.067245041,0.032564684,0.925,0.06,0.015,0.472323194,0.000156104,0
692,0.055580195,0.150132823,0.123838133,0.22435135,0.261412192,0.184685308,0.168,0.568,0.264,0.39277085,0.001741482,0
693,0.342696057,0.24211014,0.125755349,0.099412233,0.09169768,0.098328542,0.667,0.253,0.08,0.583550102,0.999178350,1
694,0.031070127,0.221540902,0.13693869,0.574133133,0.015082557,0.021234591,0.976,0.021,0.003,0.216932764,0.998286545,1
695,0.181289232,0.207858095,0.239365483,0.208091177,0.084470488,0.078925525,0.356,0.362,0.281,0.712764112,0.000105703,1
696,0.009451685,0.355274196,0.400501543,0.117074221,0.057047599,0.060650756,0.955,0.038,0.007,0.203198787,0.005221805,0
697,0.07351289,0.351255918,0.13787701,0.141973205,0.167361754,0.128019223,0.816,0.15,0.034,0.673092542,0.000782244,0
698,0.077365272,0.431824771,0.198332518,0.129433644,0.107075577,0.055968219,0.924,0.052,0.023,0.481093955,0.909970224,0
699,0.06725571,0.270880736,0.189732408,0.151472229,0.125523337,0.195135581,0.299,0.201,0.501,0.588312791,0.000247961,0
700,0.082966288,0.017376116,0.035889784,0.093384398,0.169263509,0.601119906,0.031,0.434,0.534,0.439804375,0.000019100,1
701,0.036752611,0.674128978,0.152348726,0.087635659,0.027271946,0.021862081,0.974,0.022,0.004,0.58317,0.000886680,0
702,0.248196587,0.117197305,0.280868413,0.221700811,0.095130153,0.036906732,0.466,0.407,0.127,0.72535671,0.000028500,0
703,0.125157617,0.249982631,0.162651187,0.124108217,0.249448161,0.088652187,0.515,0.346,0.138,0.720921229,0.986177266,0
704,0.061985225,0.226153587,0.18080339,0.199512958,0.175226762,0.156318078,0.721,0.222,0.058,0.454222886,0.000108191,0
705,0.147641003,0.154466246,0.112581212,0.180153976,0.277989101,0.127168463,0.256,0.305,0.439,0.613503652,0.000025600,0
706,0.301130173,0.127840714,0.158236354,0.215031433,0.142886381,0.054874945,0.348,0.507,0.145,0.505889524,0.000292357,0
707,0.066789535,0.138575569,0.106626123,0.183744847,0.316969517,0.187294409,0.277,0.303,0.42,0.407520705,0.008369026,1
708,0.019798686,0.040318171,0.238119519,0.258519716,0.148487568,0.294756341,0.484,0.326,0.19,0.243149985,0.000024100,1
709,0.122550221,0.190593489,0.211775659,0.266918216,0.144467349,0.063695067,0.319,0.291,0.39,0.651495723,0.000018400,0
710,0.179084839,0.145391142,0.175818196,0.225089574,0.195130833,0.079485415,0.231,0.517,0.253,0.553722658,0.000033600,0
711,0.056630867,0.592955046,0.151437883,0.121346206,0.04965803,0.027971968,0.814,0.17,0.016,0.555867226,0.000704376,1
712,0.121403699,0.111417861,0.109176068,0.170296887,0.333926433,0.153779052,0.191,0.362,0.447,0.438020348,0.000498371,0
713,0.021612626,0.255372083,0.051486941,0.058796254,0.276652084,0.336080012,0.641,0.209,0.15,0.109792489,0.000213837,1
714,0.084687976,0.250037582,0.07567927,0.061120007,0.194359249,0.334115917,0.413,0.345,0.242,0.324883836,0.004904546,1
715,0.071031774,0.371676524,0.191194085,0.171949161,0.132791247,0.061357209,0.819,0.133,0.048,0.552700816,0.052281465,1
716,0.050712978,0.171592695,0.201670605,0.280553235,0.174567931,0.120902557,0.375,0.416,0.209,0.599377909,0.000181226,0
717,0.121058716,0.33721698,0.267682007,0.223218616,0.037309829,0.013513853,0.765,0.218,0.016,0.626406567,0.000866472,1
718,0.032409063,0.490829897,0.203996832,0.12811626,0.089997257,0.054650691,0.909,0.064,0.027,0.633970158,0.000203344,1
719,0.106689891,0.179578011,0.24063515,0.202276275,0.163125945,0.107694728,0.485,0.385,0.131,0.559979468,0.000024100,0
720,0.053403077,0.204623068,0.208821999,0.222814469,0.182964513,0.127372874,0.244,0.406,0.35,0.591937211,0.000035600,1
721,0.177466485,0.270311036,0.107069063,0.169217637,0.129318949,0.14661683,0.543,0.364,0.093,0.542619542,0.000042100,1
722,0.131792536,0.39186481,0.247961861,0.157629676,0.045160005,0.025591112,0.849,0.145,0.006,0.65786119,0.000033800,1
723,0.095848406,0.459015367,0.115762077,0.132654024,0.104776396,0.091943731,0.806,0.151,0.043,0.483616132,0.000139195,0
724,0.138524386,0.56552944,0.09125557,0.071582615,0.072388421,0.060719568,0.906,0.077,0.017,0.611780197,0.991170824,1
725,0.140940845,0.266155606,0.256950404,0.154311029,0.102006669,0.079635447,0.726,0.241,0.032,0.755223548,0.000530918,1
726,0.068733403,0.314781241,0.170610476,0.190919016,0.161125232,0.093830632,0.763,0.156,0.081,0.6256135,0.000427876,1
727,0.027038061,0.192742019,0.158408215,0.349879979,0.176206535,0.095725191,0.659,0.2,0.142,0.377712645,0.965377152,1
728,0.022941342,0.276901287,0.240628765,0.191314512,0.12804674,0.140167354,0.621,0.304,0.075,0.35907637,0.000970545,0
729,0.152177368,0.220418127,0.249763434,0.181998565,0.126661857,0.06898065,0.688,0.24,0.072,0.673112285,0.059102710,0
730,0.246644929,0.164655172,0.169191268,0.131680297,0.185088578,0.102739756,0.26,0.361,0.379,0.620774611,0.000029000,0
731,0.031353715,0.524131002,0.119528462,0.099717965,0.150166473,0.075102383,0.777,0.136,0.087,0.555565009,0.000361041,0
732,0.115279357,0.465799644,0.212588974,0.134171051,0.04762848,0.024532495,0.983,0.014,0.002,0.48987571,0.000584103,1
733,0.022948318,0.13392993,0.183699704,0.247596709,0.19318511,0.218640229,0.203,0.478,0.319,0.331617022,0.000287585,0
734,0.087440982,0.371697459,0.162441852,0.131975175,0.131212207,0.115232325,0.444,0.243,0.313,0.50557741,0.000258473,0
735,0.040641939,0.632422798,0.10664435,0.117148002,0.062653773,0.040489138,0.661,0.241,0.098,0.426687451,0.974995971,0
736,0.054777551,0.129127483,0.123314097,0.076185479,0.186189223,0.430406169,0.663,0.26,0.078,0.153123562,0.000018600,0
737,0.310033537,0.189670302,0.147217885,0.172389819,0.110843015,0.069845442,0.772,0.196,0.031,0.504302711,0.000034900,0
738,0.112782632,0.175465031,0.188268387,0.206780577,0.192796409,0.123906964,0.44,0.372,0.188,0.610918452,0.000034800,0
739,0.052116146,0.519063922,0.249573578,0.131718424,0.025814273,0.021713657,0.886,0.112,0.002,0.682366181,0.997228801,1
740,0.262971158,0.130432854,0.123243879,0.191103992,0.217311395,0.074936722,0.597,0.286,0.117,0.533408912,0.000020200,0
741,0.125943366,0.260286272,0.08236629,0.132662769,0.18314158,0.215599723,0.503,0.232,0.265,0.320243256,0.001962832,1
742,0.103791095,0.299742946,0.156345151,0.18747694,0.16356148,0.089082388,0.779,0.138,0.083,0.530360514,0.002345921,0
743,0.087300422,0.10931189,0.097624711,0.148898049,0.463985541,0.092879388,0.428,0.223,0.348,0.401795971,0.000030800,0
744,0.063684909,0.439213932,0.208604228,0.135569994,0.049406988,0.103519949,0.821,0.093,0.086,0.77038092,0.999272645,1
745,0.099319291,0.121496684,0.369485336,0.31396855,0.058325561,0.037404578,0.862,0.125,0.013,0.577006294,0.000019700,0
746,0.370128136,0.163635829,0.157784253,0.160534515,0.104050663,0.043866605,0.524,0.376,0.1,0.626618985,0.000020600,0
747,0.075148943,0.558449404,0.158832202,0.134438792,0.037360385,0.035770275,0.878,0.11,0.012,0.552571591,0.000050000,0
748,0.123852107,0.182780805,0.288398332,0.266977725,0.087359062,0.050631968,0.594,0.372,0.035,0.769484063,0.000923376,1
749,0.084977201,0.241585973,0.06671663,0.081163332,0.320864427,0.204692437,0.45,0.259,0.291,0.509255098,0.000752502,1
750,0.01541626,0.74733593,0.093625341,0.076701625,0.047315911,0.019604933,0.915,0.068,0.017,0.303217093,0.002743765,1
751,0.095515293,0.354385756,0.15151425,0.132700608,0.160993143,0.10489095,0.633,0.195,0.172,0.498914186,0.940121174,1
752,0.199854359,0.246616335,0.216066486,0.188850236,0.093024642,0.055587943,0.805,0.171,0.024,0.686111854,0.000060800,1
753,0.077526762,0.240108558,0.152700823,0.197445498,0.214014025,0.118204335,0.607,0.245,0.148,0.49408699,0.000041200,0
754,0.024124423,0.349974056,0.192797496,0.397876587,0.022820043,0.012407396,0.929,0.059,0.013,0.335880173,0.428234905,1
755,0.06790188,0.519664116,0.154457602,0.142236479,0.079046028,0.036693895,0.803,0.162,0.035,0.468919981,0.004761932,0
756,0.10382337,0.185747189,0.146604903,0.155138695,0.189185861,0.219499981,0.324,0.386,0.29,0.613292627,0.061443720,1
757,0.016004713,0.905111304,0.037820525,0.030626733,0.00690528,0.003531445,0.995,0.004,0.001,0.209533938,0.000181590,0
758,0.076690129,0.176139588,0.152503037,0.2601599,0.189144605,0.14536274,0.25,0.648,0.101,0.46735009,0.000024900,0
759,0.137222848,0.352033133,0.196344441,0.15786895,0.076737142,0.079793487,0.642,0.321,0.037,0.660087715,0.005703550,1
760,0.040586651,0.136002697,0.069680607,0.116976285,0.273133909,0.363619851,0.336,0.386,0.278,0.48819772,0.000018100,1
761,0.012028868,0.426676622,0.061027773,0.245560992,0.169677455,0.08502829,0.642,0.215,0.143,0.324225493,0.001351973,1
762,0.109622667,0.54406189,0.151400909,0.123372059,0.040137373,0.031405103,0.937,0.047,0.016,0.553224388,0.000040400,1
763,0.020823231,0.252127605,0.080503416,0.068668278,0.285970281,0.29190719,0.426,0.227,0.347,0.325190732,0.002600959,1
764,0.088761453,0.190588751,0.224839513,0.225433663,0.2205677,0.049808921,0.386,0.46,0.153,0.682014694,0.000045200,1
765,0.140741243,0.167824055,0.243073322,0.211788729,0.12242793,0.114144721,0.313,0.437,0.25,0.694169462,0.001661347,0
766,0.109609868,0.273904471,0.190774388,0.191747934,0.131324345,0.102638994,0.676,0.243,0.081,0.51005906,0.000859871,0
767,0.175777456,0.240842713,0.220447736,0.195554695,0.10458188,0.06279552,0.563,0.349,0.087,0.597551355,0.000177114,0
768,0.030868964,0.139063548,0.123882883,0.244105889,0.231318161,0.230760555,0.243,0.549,0.208,0.588288601,0.000018200,0
769,0.051279657,0.083846829,0.068484867,0.111429833,0.338141207,0.346817607,0.199,0.475,0.326,0.495250602,0.000110006,1
770,0.128486429,0.301776311,0.368064477,0.122328134,0.03141324,0.04793141,0.843,0.141,0.015,0.27073133,0.000586671,1
771,0.058932913,0.335480581,0.11544323,0.084233,0.176252157,0.229658118,0.596,0.316,0.088,0.486284613,0.000025700,1
772,0.066392836,0.17940003,0.195521974,0.208357558,0.222098916,0.128228686,0.292,0.361,0.347,0.527670067,0.000613379,1
773,0.046830447,0.18611016,0.224157163,0.283229714,0.17784529,0.081827227,0.598,0.251,0.151,0.626285067,0.041198224,0
774,0.128968803,0.437379154,0.167439749,0.143365422,0.077488903,0.04535797,0.914,0.069,0.017,0.586392665,0.000089200,0
775,0.134365947,0.123343303,0.063029508,0.108622125,0.223535701,0.347103416,0.129,0.67,0.201,0.394417094,0.000027800,1
776,0.026640806,0.348033021,0.246158951,0.217851456,0.068525495,0.092790272,0.712,0.196,0.092,0.518336816,0.000402456,1
777,0.256663822,0.114300503,0.177729814,0.264123539,0.14427927,0.042903053,0.261,0.563,0.176,0.553176451,0.000020700,0
778,0.028819151,0.639014895,0.166108604,0.101084644,0.035456509,0.029516198,0.968,0.028,0.004,0.456758833,0.998390079,1
779,0.238530109,0.312292759,0.206498635,0.161971178,0.055332138,0.025375182,0.676,0.292,0.031,0.725143129,0.000022500,1
780,0.083321889,0.184768978,0.384238163,0.11241727,0.105050577,0.130203124,0.44,0.333,0.227,0.547405049,0.003514917,1
781,0.083105538,0.27226879,0.262928174,0.186193032,0.120619152,0.074885314,0.634,0.307,0.058,0.532791534,0.000024000,0
782,0.18659169,0.267013091,0.238273638,0.161286973,0.102723281,0.044111326,0.85,0.13,0.02,0.696307205,0.011326912,0
783,0.205980425,0.148283229,0.232802583,0.148628269,0.132168256,0.132137238,0.543,0.411,0.047,0.549946767,0.000087800,0
784,0.012192703,0.081169049,0.33221475,0.101854523,0.19656194,0.276007035,0.078,0.439,0.483,0.320569708,0.001084940,0
785,0.127045858,0.096551708,0.213402732,0.290348996,0.131952216,0.140698489,0.341,0.267,0.392,0.546305187,0.000018800,0
786,0.042249943,0.077368246,0.139589225,0.071681795,0.407112367,0.261998424,0.432,0.317,0.251,0.228697819,0.000025000,0
787,0.253976286,0.270309931,0.164621219,0.168687646,0.082061875,0.060343043,0.72,0.238,0.042,0.641280241,0.220196605,0
788,0.060671081,0.223410569,0.218793013,0.230265131,0.20514585,0.061714358,0.666,0.258,0.076,0.659950297,0.001158629,0
789,0.104467856,0.416536625,0.253622793,0.142551195,0.040222602,0.042598929,0.743,0.156,0.1,0.651462216,0.000020300,0
790,0.104984913,0.142755548,0.169866648,0.183878724,0.199477265,0.199036903,0.467,0.33,0.203,0.563515522,0.007923521,0
791,0,0.105792617,0.145763823,0.180663162,0.19412562,0.373654778,0.195,0.521,0.284,0.421711818,0.002347769,0
792,0.072478199,0.452161265,0.271925895,0.151687939,0.028490227,0.023256476,0.918,0.079,0.002,0.534204776,0.051825255,0
793,0.162670082,0.420957543,0.127579979,0.117144445,0.113843798,0.057804153,0.735,0.189,0.076,0.57038363,0.996566415,0
794,0.129412839,0.257524755,0.138281112,0.201917791,0.166113932,0.106749571,0.124,0.376,0.499,0.616386481,0.000022300,0
795,0.075590412,0.318143967,0.076033884,0.089004213,0.296583251,0.144644274,0.85,0.101,0.049,0.434285776,0.000776211,0
796,0.118976647,0.113541142,0.236881327,0.364819621,0.115773267,0.050007997,0.602,0.323,0.075,0.59835076,0.000029200,0
797,0.092272691,0.674081124,0.102346928,0.052767332,0.026172716,0.05235921,0.957,0.037,0.006,0.679406747,0.000361260,0
798,0.089298362,0.418355516,0.131762926,0.131958195,0.143259528,0.085365474,0.836,0.109,0.055,0.48147507,0.003473354,0
799,0.022513659,0.570917308,0.110434591,0.096660632,0.127349062,0.072124749,0.886,0.081,0.033,0.465754583,0.194273323,0
800,0.101598306,0.360035786,0.223299279,0.119364083,0.156896193,0.038806353,0.751,0.182,0.067,0.660313168,0.000033600,0
801,0.064026793,0.169184211,0.222748381,0.179355793,0.175129199,0.189555623,0.687,0.148,0.165,0.694776703,0.000632295,0
802,0.329721182,0.23384095,0.144881534,0.132039802,0.095098551,0.064417981,0.751,0.182,0.068,0.595695323,0.000472101,0
803,0.078070874,0.359940483,0.194341024,0.137229611,0.170322471,0.060095537,0.758,0.157,0.085,0.622687441,0.000033800,0
804,0.099055313,0.276539467,0.173343762,0.197322371,0.137311747,0.116427341,0.762,0.192,0.046,0.619808803,0.006189337,0
805,0.270075535,0.411452723,0.142419364,0.082520688,0.058977485,0.034554205,0.949,0.045,0.006,0.640499639,0.000024100,0
806,0.185549482,0.452528514,0.180698175,0.106249717,0.040790801,0.034183312,0.955,0.034,0.011,0.731044817,0.013100706,0
807,0.066793897,0.291165939,0.09007692,0.10872241,0.344519427,0.098721407,0.819,0.129,0.051,0.421185731,0.000398970,0
808,0.116662488,0.144014408,0.176016162,0.397455559,0.117379061,0.048472322,0.636,0.283,0.081,0.624236788,0.999367178,0
809,0.259954603,0.271496788,0.199614201,0.140043228,0.075362288,0.053528893,0.974,0.021,0.005,0.699015343,0.001129620,0
810,0.06979343,0.21683548,0.242604628,0.186457848,0.138189644,0.14611897,0.346,0.543,0.111,0.539551387,0.000447820,1
811,0.130789205,0.233521715,0.127275181,0.100474374,0.286351735,0.12158779,0.519,0.293,0.188,0.196004754,0.000046800,1
812,0,0.05722929,0.106654159,0.198146046,0.160834626,0.47713588,0.077,0.293,0.63,0.834327482,0.000074400,0
813,0.095243356,0.375564891,0.215760512,0.141951742,0.091461409,0.08001809,0.781,0.159,0.059,0.581950006,0.999747455,0
814,0.028124266,0.292925122,0.137638009,0.482933686,0.042842044,0.015536873,0.916,0.064,0.02,0.324921029,0.995847940,0
815,0.142484277,0.267121817,0.172580761,0.177260732,0.142624298,0.097928115,0.681,0.226,0.094,0.538837943,0.990508914,0
816,0.082368811,0.136785017,0.11743229,0.235364317,0.263081239,0.164968325,0.067,0.518,0.415,0.399302551,0.000030700,0
817,0.029719962,0.054257325,0.11518934,0.223759215,0.333730994,0.243343164,0.148,0.321,0.531,0.472700048,0.000047600,0
818,0.032640554,0.03881926,0.307835235,0.118305054,0.141689623,0.360710273,0.1,0.599,0.301,0.229727936,0.000858006,1
819,0.036130515,0.525475304,0.147264952,0.091886984,0.089865034,0.109377212,0.837,0.132,0.03,0.584441512,0.000023300,1
820,0.086721605,0.54373282,0.119208163,0.098367267,0.094760565,0.057209579,0.838,0.117,0.046,0.556177811,0.463256449,0
821,0.240559097,0.243587782,0.199588168,0.132590197,0.097657407,0.08601735,0.861,0.113,0.025,0.714085801,0.000019000,0
822,0.091885315,0.229999429,0.139233522,0.228614776,0.194885732,0.115381228,0.198,0.602,0.2,0.429903249,0.000041800,0
823,0.084272305,0.149048883,0.149219675,0.22433892,0.263111188,0.130009029,0.195,0.508,0.298,0.510261862,0.005390652,1
824,0.197591398,0.371778104,0.238048426,0.123738294,0.048783746,0.020060032,0.917,0.068,0.015,0.709421046,0.000020100,1
825,0.127128283,0.317695566,0.16747918,0.21066091,0.133879695,0.043156367,0.95,0.037,0.013,0.496553895,0.000657035,0
826,0.041179544,0.188130457,0.340465776,0.292111141,0.086004279,0.052108804,0.957,0.036,0.006,0.586469698,0.000067200,0
827,0,0.087546385,0.663894589,0.140090138,0.037985432,0.070483456,0.403,0.42,0.178,0.258004673,0.000028200,1
828,0.262557426,0.368609194,0.078235385,0.072714545,0.098452051,0.119431399,0.68,0.263,0.056,0.668212709,0.999063313,0
829,0.012050153,0.757454227,0.091806422,0.099047928,0.024239696,0.015401575,0.921,0.065,0.013,0.345738113,0.000279328,1
830,0.023946678,0.102699786,0.523074379,0.216570531,0.064546017,0.069162609,0.304,0.475,0.22,0.441751238,0.000209525,1
831,0.14079283,0.354410606,0.120672394,0.116348974,0.12235327,0.145421926,0.742,0.168,0.089,0.691890584,0.999186337,0
832,0.023572194,0.440874489,0.07915522,0.122123582,0.194981075,0.139293441,0.188,0.621,0.191,0.306756562,0.000207244,1
833,0.039348257,0.111552802,0.090500005,0.310849447,0.304021015,0.143728474,0.261,0.355,0.384,0.464331888,0.999786556,0
834,0.241113775,0.458754597,0.132912038,0.081115858,0.052159184,0.033944549,0.854,0.122,0.024,0.710124599,0.998955607,0
835,0.083199522,0.144060272,0.1544538,0.175488432,0.184771687,0.258026287,0.35,0.477,0.173,0.564950204,0.030046150,1
836,0.076201328,0.250189159,0.233526208,0.243537927,0.087201444,0.109343934,0.842,0.106,0.052,0.433843106,0.000019800,0
837,0.050801567,0.328991424,0.152502438,0.175665141,0.161053767,0.130985663,0.509,0.323,0.168,0.515628543,0.000024700,1
838,0.498933651,0.096639604,0.144684482,0.179970416,0.053030844,0.026741004,0.261,0.706,0.033,0.622320175,0.000315279,1
839,0.080030488,0.355353869,0.217652946,0.169268488,0.09730574,0.080388469,0.914,0.07,0.016,0.644660833,0.000024300,0
840,0.213242514,0.181697918,0.174573374,0.210762001,0.143747014,0.07597718,0.403,0.44,0.157,0.543208661,0.000097100,0
841,0.054487521,0.159453805,0.044217435,0.13458861,0.318129391,0.289123239,0.249,0.388,0.363,0.503696892,0.000290598,1
842,0.095211012,0.62773464,0.110624156,0.049557929,0.059781404,0.057090859,0.935,0.05,0.015,0.554040317,0.988925874,1
843,0.013450409,0.124722768,0.057372246,0.178193702,0.327043629,0.299217245,0.243,0.316,0.441,0.435302315,0.000496508,1
844,0.081200427,0.324863469,0.218123623,0.242831461,0.078295601,0.054685419,0.507,0.394,0.1,0.575462064,0.000126697,1
845,0.167059276,0.580633217,0.120971477,0.063155848,0.037874376,0.030305806,0.924,0.063,0.012,0.589903828,0.000066000,0
846,0.082268656,0.224687031,0.114916549,0.314359593,0.151401255,0.112366917,0.611,0.294,0.094,0.536460088,0.015487642,1
847,0.18340221,0.335079871,0.178261157,0.133129295,0.097667608,0.07245986,0.863,0.11,0.027,0.651175174,0.000047300,0
848,0.029622422,0.216742569,0.35617005,0.366411514,0.021094402,0.009959044,0.851,0.129,0.02,0.62884923,0.003300633,1
849,0.067425057,0.257056944,0.16703458,0.213232693,0.138580565,0.156670161,0.221,0.354,0.425,0.497961001,0.000017200,1
850,0.125635072,0.46550867,0.236877972,0.099209698,0.041103529,0.031665058,0.973,0.022,0.005,0.714310364,0.000020600,1
851,0.066719829,0.548554537,0.091361203,0.124405164,0.110949479,0.058009788,0.743,0.224,0.033,0.465468532,0.000556466,1
852,0.063622426,0.161283185,0.150450904,0.127039311,0.283405124,0.214199049,0.333,0.363,0.304,0.528937491,0.000065800,0
853,0.166014227,0.350120482,0.182968034,0.1781059,0.079437559,0.043353798,0.71,0.27,0.02,0.645845194,0.000019500,1
854,0.160723866,0.176289684,0.174195749,0.196445654,0.230135471,0.062209575,0.487,0.325,0.188,0.610323584,0.409085780,0
855,0.163845621,0.301809667,0.171852541,0.174437756,0.138248766,0.049805651,0.751,0.182,0.067,0.61853646,0.524103224,0
856,0.026568107,0.117892623,0.567740444,0.175527058,0.050583349,0.06168842,0.438,0.39,0.171,0.433579893,0.000018600,0
